pevçûn,v,dövüşmek,
peyje,n,merdiven,
peyman,n,anlaşma,
peyman,n,antlaşma,
peyv,n,"kelime, sözcük",
peyvandin,v,"konuşturmak",
pifdank,n,balon,
piranî,adj,çoğunluk,<b>Hevoka Mînak - Örnek Cümle</b><br>Em bi piranî zû radizên.<br>Biz çoğunlukla erken uyuruz.
pirejimar,n,çoğul,
pirole kirin,v,abartmak,
pirsgirêk,n,sorun,
pirsnişan,n,soru işareti,
pirsîn,v,sormak,
pirtûk,n,kitap,
pirtûkfiroş,n,kitapçı,
pismam,n,amca oğlu,<b>Hevoka Mînak - Örnek Cümle</b><br>Pismamê min zehf yekî qenc e. <br> Amcaoğlum çok iyi biridir. (Pismam)
pisîk_,n,kedi,
piyari,n,rahmet,
piçek,adv,azıcık,
piçûk,adj,küçük,
piçûk,sıfat,küçük,
pişaftin,v,"eritmek,asimile etm.",
pişik,n,akciğer,
pişt re,zarf,sonradan,
pişt,n,sırt,
polîs,n,polis,
porr,n,saç,
porteqal,n,portakal,
porteqalî,color,turuncu,
postevan,n,postacı,
postexane,n,postahane,
poz,n,burun,
pê de ketin,v,ilgilenmek,
pê girtin,v,tutmak,"Fiziksel olarak tutmak manasında olan kullanım."
pê hesîn,v,hissetmek,
pêlavker,n,ayakkabıcı,
pênçsem,n,perşembe,
pêvajo,n,süreç,
pêçan,v,sarmak,
pêşgavi,n,inisiyatif,
pêşgirtî,n,tedbir,
pêşî,n,ön,
pîr_,sıfat,yaşlı,
pîşe,n,meslek,
pûşber,n,haziran,
qada,n,küre,
qedandin,v,bitirmek,
qedandin,v,bitirmek,
qefaltin,v,"yakalamak,zapt etm.",
qehwe,n,kahve,
qehweya amade,n,"granül kahve, hazır kahve",
qehweya tirkî,sıfat tamlaması,Türk kahvesi,
qehweyî,n,kahverengi,
qehwêş,sıfat,huysuz,
qelebask,n,saksağan,
qelem,n,kalem,
qelew,adj,şişman,
qelew,sıfat,kilolu,
qelew,sıfat,şişman,
qels,sıfat,güçsüz,
qemer,adj,kahverengi,
qeqlîbaz,n,martı,
qerisîn,v,"donmak",
qerta qrediyê,n,kredi kartı,
qet nebe,exp,"hiç değilse,en azından",<b>Hevoka Mînak - Örnek Cümle</b><br>Qet nebe tu were.<br>En azından sen gel.
qetandin,v,"koparmak,yırtmak",
qetandin,v,ayırmak,"Parçaya ayırmak manasında olan kullanım."
qetîn,v,"kopmak,yırtılmak",
qewar,n,gedik,
qewimîn,v,"meydana gelmek",
qeyran,n,kriz,
qeşartin,v,"soymak(kabuğunu)",
qijik,n,karga,
qir,sıfat,sert,
qirik,n,boğaz,
qirêj,adj,kirli,
qola,n,kola,
qonax,n,aşama,
quling,n,turna,
qulkirin,v,delmek,
qûtiya amûran,n,araç kutusu,
qûtiya rengê,n,boya kutusu,
rabûn,v,kalkmak,
rade,n,derece,
radestkirin,v,teslim etmek,
rahiştin,v,"almak",
rahêner,n,antrenör,
rajêrî,n,bağımlılık,
raketin,v,"yatmak",
rakirin,v,"kaldırmak",
rakirin,v,kaldırmak,
ran,n,baldır,
raperîn,n,ayaklanma,
rawestayi,n,durgun,
rawestin,v,durmak,
raxistin,v,"döşemek,sermek",
razî bûn,v,razı olmak,
razî,sıfat,memnun,
razîn,v,oturmak,
rehet bûn,v,rahatlamak,
reje,n,yüzde,
renî,n,çığ,
resen,n,orjinal,
revandin,v,"kaçırmak",
revîn,v,"kaçmak",
rewş,n,durum,
rexne,n,eleştiri,
rezdar,sıfat,saygılı,
rezerve,n,rezerve,
reş,color,siyah,
rijandin,v,"dökmek",
ristik,n,kolye,Eş Anlam
riwek,n,bitki,
ro,n,gün,
robar,n,nehir,
roj,n,"gün, güneş",
rojane,n,güncel,
rojbaş,ifade,iyi günler,
rojev,n,gündem,
rojger,n,gezegen,
rojnamevan,n,gazeteci,
rokirin,v,dökmek,
ronahî,n,ışık,
ronak,adj,aydınlık,
ronak,n,lamba,
rovî,n,bağırsak,
rê esman,n,havayolu,
rêdan,v,yönetmek,
rêgeh,n,güzergâh,
rêketin,v,planlamak,
rêkork,n,çıkmaz yol,
rêwî,n,yolcu,
rêxistin,n,örgüt,
rêxistinî,sıfat,örgütsel,
rêxistkar,n,örgütçü,
rû,n,yüz,
rûniştin,v,"oturmak",
rûpel,n,sayfa,
rûreş,sıfat,"utanmış, kötü",
rûspî,sıfat,dürüst,
saeta zendê,n,kol saati,
saetçêker,n,saatçi,
sal,n,yıl,
salname,n,takvim,
sar,sıfat,soğuk,
savar,n,bulgur pilavı,
sazûmankar,n,organizatör,
sazûmanî,n,organize,
seat,n,saat,
sedsal,n,asır,
sekinîn,v,beklemek,
ser,edat,üstünde,
ser,n,baş,
serek,n,şef,
sereke,n,asıl,
sererast kirin,v,edit,
serhêl (online),n,çevrim içi,<b>Hevoka Mînak - Örnek Cümle</b><br>Gelo ew niha serhêl e?<br>Acaba o şuan çevrim içi mi(online)?
sermiyan,n,sermaye,
serok,n,başkan,
serokkomar,n,cumhurbaşkanı,
serokwezîr,n,başbakan,
sert,n,sirt,
sertraş,n,berber,
serê,edat,üstünde,
serşûştin,n,duş,
sewze,n,sebzeler,
sibat,n,şubat,
silav,exp,selam,
silhî,n,sürahi,
sitargeh,n,barınak,
sivik,sıfat,hafif,
siyele,n,ıspanak,
sode,n,soda,
sor_,color,kırmızı,
sorgul,n,kırmızı gül,
sosin,n,zambak,
sotin,v,"yakmak",
soyut,n,razber,
spas dikim,exp,teşekkür ederim,
spas xweş,exp,rica ederim,
spî,n,beyaz,
standin,v,almak,
stirî,n,diken,
stran,n,"şarkı, türkü, müzik",
stran,v,"şarkı söylemek",
stranbej,n,şarkıcı,
stêrger,n,astronot,
stêrk,n,yıldız,
suxr,n,hizmet,
sênîk,n,tabak,
sêqozî,n,üçgen,
sêv,n,elma,
sêwaz,n,tarz,
sêxal,n,üç nokta,
sîng,n,göğüs,
sîr,n,sarımsak,
sîwan,n,şemsiye,
sûlav,n,şelale,
tal,adj,kekremsi,
tarî,adj,karanlık,
tavilê,adv,hemen,
tax,n,mahalle,
taybet,n,spesifik,
taştê,n,kahvaltı,
te,pron,"seni,senin",
tebax,n,ağustos,
teknisyen,n,teknisyen,
telefona berîkê,n,cep telefonu,
televîzyon,n,televizyon,
teng,adj,dar,
teng,sıfat,dar,
tengezar,n,bunalımlı,
tengezarî,n,stres,
teqawîd,n,emekli,Eş Anlam
tewa,n,ciddi,
tewandin,v,"bükmek,eğmek",
teyar,n,pilot,
tijî kirin,v,doldurmak,
tijî,adj,dolu,
tirsonek,adj,korkak,
tirî,n,üzüm,
tirş,adj,ekşi,
tivîlk,n,kumru,
tonîk,n,tonik,
tor,n,ağ,
tu ji ku derê yî?,exp,nerelisin?,
tu çawa yî?,exp,nasılsın?,
tu,pron,sen,
tune,n,yok,
têgeh,n,konsept,
têgihiştî,n,anlayışlı,
têketin belaş e,söz öbeği,ücretsiz giriş,
têketin bi pere ye,söz öbeği,ücretli giriş,
têketin qedexe,söz öbeği,yasak giriş,
têketin,söz öbeği,giriş,
têketin,v,girmek,
têkilî dan,v,bağ kurmak,
têkirin,v,koymak,
tîrmeh,n,temmuz,
tûj,adj,acı,
tûj,sıfat,acı,
vala,adj,boş,
valahî,n,uzay,
vebûn,v,"açılmak",
veciniqîn,v,irkilmek,
vegerandin,v,geri çevirmek,
vegerîn,v,dönmek,
vegerîn,v,geri dönmek,
vegotin,v,"anlatmak",
vekirin,v,açmak,
vekirin,v,açmak,
vekirin,v,açmak,
venêran,n,denetim,
veqetandin,v,"ayırmak",
veqetîn,v,ayrılmak,
vexurkê bialkol,n grubu,alkollü içki,
vexwarin,v,içmek,
vexwarin,v,içmek,
veşartin,v,"saklamak",
wan,pron,onlar,
wan,pron,onları,
wan,pron,onların,
we_,pron,"sizi,sizin",
wekhev,n,benzer,
welat,n,ülke,
wergêr,n,tercüman,
werkirin,v,fırlatmak,
westan,v,"yorulmak",
wezîr,n,bakan,
weşan,n,yayın,
weşan,n,yayın,<b>Hevoka Mînak - Örnek Cümle</b><br>Ez ê niha weşana zindî vebikim.<br>Ben şimdi canlı yayın açacağım.
weşandin,v,"yayımlamak",
weşîn,v,"dökülmek,yayımlanmak",
winda bûn,v,kaybolmak,
winda kirin,v,kaybetmek,
wê,pron,"onu,onun (dişil)",
wêje,n,edebiyat,
wêjevan,n,edebiyatçı,
wênekêş,n,fotoğrafçı,
wî,pron,onu (eril),
wîskî,n,viski,
xal,n,dayı,<b>Hevoka Mînak - Örnek Cümle</b><br>Xalê min birçî bûye. <br> Dayım acıkmış. (Xal)
xal_,n,nokta,
xalebêhnok,n,noktalı virgül,
xalecot,n,iki nokta,
xalet,n,teyze,<b>Hevoka Mînak - Örnek Cümle</b><br>Xaleta min fêm nake. <br> Teyzem anlamıyor. (Xalet)
xalo,n,dayı,
xalîçe,n,halı,
xanî,n,ev,
xapandin,v,aldatmak,
xapandin,v,kandırmak,
xebitandin,v,"çalıştırmak",
xebitîn,v,çalışmak,
xemgîn,sıfat,üzgün,
xemilandin,v,süslemek,
xerc kirin,v,harcamak,
xerîb,sıfat,yabancı,
xesar dan,v,hasar vermek,
xesûr,n,kaynana,
xeyal kirin,v,hayal etmek,
xeyîdîn,v,"küsmek",
xez kirin,v,çizmek,
xezal,n,ceylan,
xezûr,n,kayınbaba,
xilamî,n,dünür,
xilas bûn,v,kurtulmak,
xilas kirin,v,kurtarmak,
xinamî,n,dünür,
xinizti,n,ihanet,
xirabe,n,bozuk,
xirabkirin,v,bozmak,
xirabîya lêhûrbûnê,n,konsantrasyon bozukluğu,
xistin,v,"düşürmek,koymak",
xiyar,n,salatalık,
xizm,n,akraba,
xiştek,n,küp,
xox,n,şeftali,
xulam,n,"uşak, köle",
xumam,n,muğlak,
xurinî,n,kahvaltı öncesi,
xwarin,v,yemek yemek,
xwarzî,n,yeğen,
xwe dîtin,v,kendini görmek,
xwecih,n,yerli,
xwemal bûn,v,ait olmak,
xwemal,n,ait,
xwendekar,n,öğrenci,
xwendekirin,v,eğitmek,
xwendin,v,okumak,
xwerû,sıfat,saf,
xwestin,v,istemek,
xwezda,n,doğa,
xwezî,part,keşke,
xweş,sıfat,güzel,
xweşik,sıfat,güzel,
xweşî,n,güzellik,
xwiner,n,okur,
xwêdan,n,ter,
xwîşk,n,kız kardeş,
xêzek,n,tire,
yekejimar,n,tekil,
yekkes,belirtsiz zamir,birisi,
yekîtîya ewropayê,n,avrupa birliği,
yekûn,n,toplam,
yekşem,n,pazar,
zagon,n,kanun,
zana,adj,bilge,
zaningeh,n,üniversite,
zanîn,v,bilmek,
zanîn,v,bilmek,
zarok,n,çocuk,
zava,n,damat,
zebeş,n,karpuz,
zelal,adj,şeffaf,
zer,color,sarı,
zerzûl,n,sığırcık,
zerîle,n,kanarya,
zevi,n,tarla,
zewicîn,v,evlenmek,
zexm,n,sağlam,
zeytûn,n,zeytin,
zik,n,karın,
ziman,n,dil,
zimannas,n,dilbilimci,
zinar,n,kaya,
zindi,n,"canlı,sağ",
zirbav,n,üvey baba,
zivirandin,v,"dönmek,geri göndermek",
zivistan,n,kış,
zozan,n,yayla,
zêde,n,fazla,
zêdek,n,artı,
zêdekirin,v,artırmak,
zêf,sıfat,zayıf,
zîrek,sıfat,zeki,
çalak,n,aktif,
çalakî,n,faaliyet,
çap,n,basım,
çardeh,n,öndört,
çareserî,n,çözüm,
çarqozî,n,dikdörtgen,
çarçik,n,kare,
çarşem,n,çarşamba,
çav,n,göz,
çavbirçî,adj,aç gözlü,
çavtêr,adj,tok gözlü,
çay,n,çay,
çayger,n,çaycı,<b>Hevoka Mînak - Örnek Cümle</b><br>Gelo mehanîya çaygeran çiqas e?<br>Acaba çaycıların aylığı ne kadardır?
çekûç,n,çekici,
çeleng,n,kahraman,
çember,n,çember,
çend,belirtisiz zamir,kaç,
çend,n,koltuk altı,
çene,n,çene,
çentik,n,el çantası,
çetel,n,çatal,
çetir,n,paraşüt,
çetirbaz,n,paraşütçü,
çikûs,adj,cimri,
çile,n,ocak,
çilmisîn,v,solmak,
çiya,n,dağ,
çok,n,diz,
çong,n,diz,
çêkirin,v,oluşturmak,
çîrûsk,n,kıvılcım,
çîçik,n,civciv,
çûk,n,kuş,
çûn,v,gitmek,
çûn,v,gitmek,
êdî,adv,artık,
êl,n,aşiret,
êrişî,n,operasyon,
êvar baş,exp,iyi akşamlar,
êvar,n,akşam vakti,
êvarbaş,ifade,iyi akşamlar,
êzingvan,n,oduncu,
êşandin,v,incitmek,
îlon,n,eylül,
în,n,cuma,
îsot,n,biber,
û,edat,ve,
ďeresayî,n,olağanüstü,
şagirt,n,çırak,
şandin,v,"göndermek,yollamak",
şandin,v,göndermek,
şandin,v,göndermek,
şanoger,n,tiyatrocu,
şaredarî,n,belediye,
şe,n,tarak,
şemî,n,cumartesi,
şerger,sıfat,kavgacı,
şermedarî,n,skandal,
şerpe,n,eşarp,
şev,n,gece vakti,
şevbaş,ifade,iyi geceler,
şewatî,sıfat,hızlı,
şewirîn,v,danışmak,
şewitandin,v,"yakmak",
şewitandin,v,yakmak,
şewitîn,v,"yanmak",
şewitîn,v,yanmak,
şewitîn,v,yanmak,
şewqe,n,şapka,
şibîn,v,benzemek,
şik birin,v,şüphe etmek,
şik,v,vurmak,
şikestin,v,"kırılmak",
şimik,n,terlik,
şin,color,mavi,
şirîn,adj,tatlı,
şiwit,n,dere otu,
şkandin,v,kırmak,
şopandin_,v,takip etmek,<b>Hevoka Mînak - Örnek Cümle</b><br>Tu dikarî min bişopînî?<br>Beni takip edebilir misin?
şopîner,n,takipçi,<b>Hevoka Mînak - Örnek Cümle</b><br>Çend heb şopînerên te hene?<br>Senin kaç tane takipçin var?
şor,adj,tuzlu,
şêlû,adj,bulanık,
şênber,n,somut,
şêrîn,sıfat,tatlı,
şêwe,n,"şekil,form",
şêşem,n,salı,
şîr_,n,süt,
şîrove kirin,v,yorumlamak,<b>Hevoka Mînak - Örnek Cümle</b><br>Tu dikarî vê kilamê şîrove bikî?<br>Bu şarkıyı yorumlayabilir misin?
şîrove,n,yorum,<b>Hevoka Mînak - Örnek Cümle</b><br>Şîroveke xweş binivîse.<br>Güzel bir yorum yaz.
şîv,n,akşam yemeği,
şûjin,n,çuvaldız,
şûşe,n,bardak,
şûştin,v,"yıkamak",
şûştin,v,yıkamak,
